time, Quad.Est.E.Pos, Quad.Est.S.Z
9.290124,0.079761,0.443485
9.295126,0.079559,0.443629
9.300128,0.079488,0.443725
9.305130,0.071547,0.442842
9.310132,0.071322,0.442931
9.315134,0.071043,0.443065
9.320136,0.070853,0.443155
9.325138,0.070636,0.443290
9.330140,0.070468,0.443380
9.335142,0.070305,0.443517
9.340144,0.070204,0.443608
9.345146,0.070048,0.443745
9.350148,0.069946,0.443837
9.355150,0.069804,0.443976
9.360152,0.069718,0.444069
9.365154,0.069619,0.444209
9.370156,0.069616,0.444303
9.375158,0.069584,0.444444
9.380160,0.069603,0.444538
9.385162,0.069596,0.444681
9.390164,0.069719,0.444776
9.395166,0.069767,0.444920
9.400168,0.069840,0.445016
9.405170,0.086208,0.444136
9.410172,0.086294,0.444224
9.415174,0.086382,0.444358
9.420177,0.086442,0.444447
9.425179,0.086560,0.444582
9.430181,0.086658,0.444672
9.435183,0.086760,0.444808
9.440185,0.086830,0.444899
9.445187,0.086915,0.445036
9.450189,0.086977,0.445128
