time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
5.629775,1.956550,2.003753,1.176475,1.090960
5.634774,1.962412,2.010279,1.169420,1.080025
5.639774,1.968238,2.014590,1.162501,1.070808
5.644773,1.974030,2.020998,1.155792,1.060234
5.649773,1.979788,2.025216,1.148914,1.050202
5.654773,1.985513,2.031491,1.142305,1.039849
5.659772,1.991205,2.035682,1.135936,1.034277
5.664772,1.996866,2.041870,1.129639,1.024549
5.669772,2.002496,2.046034,1.123498,1.022248
5.674771,2.008095,2.052156,1.117374,1.013262
5.679771,2.013664,2.056295,1.111404,1.009284
5.684771,2.019203,2.062341,1.105471,1.001629
5.689770,2.024713,2.066252,1.099726,0.991602
5.694770,2.030195,2.072185,1.093956,0.983322
5.699769,2.035646,2.075934,1.087963,0.969587
5.704769,2.041068,2.074342,1.082151,0.926299
5.709769,2.046461,2.078092,1.076290,0.917284
5.714768,2.051826,2.083573,1.070596,0.906589
5.719768,2.057162,2.087187,1.065083,0.899418
5.724768,2.062471,2.092566,1.059658,0.887202
5.729767,2.067754,2.096087,1.054377,0.881404
5.734767,2.073010,2.101360,1.049241,0.873677
5.739767,2.078241,2.104847,1.044291,0.867980
5.744766,2.083448,2.110037,1.039482,0.858502
5.749766,2.088632,2.113469,1.034853,0.852801
5.754766,2.093792,2.118569,1.030219,0.842739
5.759765,2.098930,2.121919,1.025761,0.838497
5.764765,2.104046,2.126933,1.021577,0.830681
5.769764,2.109142,2.130218,1.017702,0.823816
5.774764,2.114219,2.135137,1.014089,0.815295
5.779764,2.119279,2.138480,1.010731,0.814165
5.784763,2.124324,2.143348,1.007572,0.805648
5.789763,2.129352,2.146464,1.004605,0.797623
5.794763,2.134367,2.151235,1.001804,0.788459
5.799762,2.139368,2.154048,0.999198,0.775768
5.804762,2.144357,2.180206,0.996772,0.927836
5.809762,2.149334,2.183975,0.994495,0.923544
5.814761,2.154300,2.189509,0.992407,0.921257
5.819761,2.159256,2.193180,0.990418,0.916583
5.824760,2.164202,2.198674,0.988450,0.913072
5.829760,2.169138,2.202309,0.986409,0.911937
5.834760,2.174064,2.207764,0.984254,0.905203
5.839759,2.178977,2.211396,0.981915,0.900929
5.844759,2.183879,2.216799,0.979285,0.899804
5.849759,2.188767,2.220383,0.976267,0.891638
5.854758,2.193638,2.225720,0.972777,0.887196
5.859758,2.198490,2.229313,0.968869,0.886966
5.864758,2.203322,2.234625,0.964732,0.880857
5.869757,2.208133,2.238061,0.960452,0.871920
5.874757,2.212922,2.243276,0.956031,0.863436
5.879756,2.217688,2.246801,0.951373,0.859716
5.884756,2.222430,2.251939,0.946576,0.850415
5.889756,2.227148,2.255556,0.941716,0.852899
5.894755,2.231842,2.260663,0.936792,0.846182
5.899755,2.236511,2.264117,0.931755,0.844285
5.904755,2.241155,2.283094,0.926643,0.954235
5.909754,2.245772,2.286816,0.921441,0.949787
5.914754,2.250363,2.292488,0.915985,0.938823
5.919754,2.254926,2.296256,0.910350,0.932383
5.924753,2.259461,2.301830,0.904655,0.921572
5.929753,2.263967,2.305592,0.898861,0.911351
5.934752,2.268444,2.311047,0.892934,0.904308
5.939752,2.272890,2.314653,0.886763,0.896783
5.944752,2.277304,2.320011,0.880295,0.886700
5.949751,2.281685,2.323544,0.873209,0.878508
5.954751,2.286029,2.328803,0.865974,0.871135
5.959751,2.290337,2.332157,0.858848,0.854225
5.964750,2.294610,2.337262,0.851721,0.844863
5.969750,2.298846,2.340751,0.844472,0.842521
5.974750,2.303046,2.345788,0.837069,0.831673
5.979749,2.307210,2.349038,0.829776,0.820115
5.984749,2.311337,2.353941,0.822581,0.811089
5.989748,2.315428,2.357296,0.815406,0.806371
5.994748,2.319484,2.362114,0.808395,0.797223
5.999748,2.323505,2.365440,0.801462,0.794373
6.004747,2.327492,2.389157,0.794414,0.871369
6.009747,2.331442,2.392626,0.787129,0.866611
6.014747,2.335356,2.397806,0.779753,0.855545
6.019746,2.339232,2.401397,0.772313,0.846622
6.024746,2.343071,2.406471,0.764762,0.841426
6.029746,2.346872,2.409700,0.756944,0.841558
6.034745,2.350632,2.414723,0.748895,0.831056
6.039745,2.354352,2.417997,0.740517,0.830965
6.044744,2.358028,2.422964,0.731800,0.818661
6.049744,2.361660,2.426229,0.722821,0.808196
6.054744,2.365247,2.431046,0.713632,0.791237
6.059743,2.368787,2.434172,0.704331,0.778952
6.064743,2.372280,2.438817,0.694861,0.765162
6.069743,2.375725,2.441885,0.684923,0.757693
6.074742,2.379119,2.446411,0.675016,0.745784
6.079742,2.382465,2.449202,0.665172,0.726310
6.084742,2.385761,2.453539,0.655368,0.714134
6.089741,2.389008,2.456159,0.645366,0.697423
6.094741,2.392206,2.460314,0.635570,0.680883
6.099741,2.395355,2.463370,0.626065,0.678237
6.104740,2.398456,2.455765,0.616330,0.581776
6.109740,2.401509,2.458305,0.606753,0.566853
6.114739,2.404515,2.461674,0.597332,0.551577
6.119739,2.407473,2.463962,0.588090,0.538964
6.124739,2.410387,2.467161,0.579257,0.523173
6.129738,2.413258,2.469234,0.570968,0.514457
6.134738,2.416090,2.472291,0.563182,0.500621
6.139738,2.418883,2.474279,0.555782,0.493749
6.144737,2.421641,2.477211,0.548955,0.480237
6.149737,2.424367,2.479146,0.542596,0.477728
6.154737,2.427062,2.481995,0.536697,0.467656
6.159736,2.429729,2.484002,0.531229,0.472062
6.164736,2.432370,2.486819,0.526142,0.463903
6.169735,2.434986,2.488956,0.521365,0.471705
6.174735,2.437580,2.491771,0.516869,0.466205
6.179735,2.440151,2.493634,0.512581,0.462507
6.184734,2.442702,2.496402,0.508591,0.457968
6.189734,2.445234,2.498330,0.504961,0.456318
6.194734,2.447748,2.501050,0.501640,0.449151
6.199733,2.450247,2.502958,0.498524,0.447314
6.204733,2.452731,2.507764,0.495651,0.452944
6.209733,2.455201,2.509944,0.492894,0.441825
6.214732,2.457657,2.512583,0.490219,0.434495
6.219732,2.460101,2.514313,0.487640,0.434959
6.224731,2.462531,2.516915,0.485254,0.431827
6.229731,2.464951,2.518762,0.482991,0.420430
6.234731,2.467359,2.521278,0.480912,0.414778
6.239730,2.469758,2.522941,0.479036,0.409222
6.244730,2.472148,2.525388,0.477374,0.402117
6.249730,2.474530,2.526965,0.475880,0.393755
6.254729,2.476906,2.529317,0.474592,0.387942
6.259729,2.479276,2.530815,0.473515,0.381657
6.264729,2.481641,2.533103,0.472652,0.379920
6.269728,2.484002,2.534601,0.471997,0.377805
6.274728,2.486361,2.536864,0.471538,0.376667
6.279727,2.488718,2.538325,0.471258,0.372560
6.284727,2.491073,2.540550,0.471132,0.369315
6.289727,2.493429,2.542121,0.471142,0.369467
6.294726,2.495785,2.544332,0.471270,0.365499
6.299726,2.498142,2.545759,0.471498,0.364096
6.304726,2.500500,2.561357,0.471806,0.448358
6.309725,2.502860,2.563311,0.472174,0.444817
6.314725,2.505222,2.565975,0.472577,0.442747
6.319725,2.507586,2.567865,0.472973,0.436969
6.324724,2.509952,2.570481,0.473323,0.433444
6.329724,2.512319,2.572272,0.473592,0.431394
6.334723,2.514688,2.574852,0.473764,0.427695
6.339723,2.517057,2.576628,0.473834,0.416659
6.344723,2.519425,2.579129,0.473796,0.416963
6.349722,2.521794,2.580812,0.473635,0.418845
6.354722,2.524161,2.583324,0.473347,0.416007
6.359722,2.526527,2.585083,0.472949,0.422188
6.364721,2.528890,2.587609,0.472475,0.418961
6.369721,2.531251,2.589188,0.471937,0.413309
6.374721,2.533609,2.591666,0.471351,0.410541
6.379720,2.535963,2.593164,0.470724,0.404466
6.384720,2.538315,2.595580,0.470040,0.398591
6.389719,2.540663,2.597475,0.469330,0.405740
6.394719,2.543008,2.599898,0.468631,0.401409
6.399719,2.545349,2.601775,0.467959,0.403838
6.404718,2.547687,2.606799,0.467328,0.420327
6.409718,2.550022,2.608522,0.466732,0.418923
6.414718,2.552354,2.611034,0.466162,0.417326
6.419717,2.554683,2.612485,0.465604,0.421719
6.424717,2.557009,2.615009,0.465033,0.418910
6.429717,2.559332,2.616787,0.464412,0.409852
6.434716,2.561652,2.619248,0.463721,0.407273
6.439716,2.563968,2.620893,0.462929,0.401013
6.444715,2.566280,2.623290,0.462045,0.395514
6.449715,2.568588,2.624853,0.461106,0.389773
6.454715,2.570890,2.627177,0.460132,0.383834
6.459714,2.573188,2.628676,0.459137,0.378113
6.464714,2.575480,2.630942,0.458082,0.377352
6.469714,2.577768,2.632417,0.456991,0.371298
6.474713,2.580049,2.634645,0.455846,0.369682
6.479713,2.582325,2.636237,0.454660,0.371088
6.484713,2.584595,2.638453,0.453438,0.365775
6.489712,2.586859,2.640095,0.452196,0.369302
6.494712,2.589116,2.642305,0.450947,0.365403
6.499712,2.591367,2.644247,0.449712,0.377628
6.504711,2.593611,2.645594,0.448486,0.450287
6.509711,2.595850,2.647330,0.447251,0.449905
6.514710,2.598083,2.650020,0.445997,0.444577
6.519710,2.600309,2.651930,0.444649,0.440273
6.524710,2.602528,2.654561,0.443180,0.436813
6.529709,2.604739,2.656460,0.441552,0.423713
6.534709,2.606941,2.658993,0.439738,0.419128
6.539709,2.609134,2.660641,0.437715,0.419082
6.544708,2.611315,2.663148,0.435447,0.415198
6.549708,2.613485,2.664871,0.432979,0.426300
6.554708,2.615642,2.667427,0.430363,0.424155
6.559707,2.617785,2.669167,0.427487,0.423553
6.564707,2.619914,2.671698,0.424471,0.419567
6.569706,2.622027,2.673436,0.421297,0.419707
6.574706,2.624124,2.675936,0.418068,0.411319
6.579706,2.626204,2.677653,0.414733,0.410453
6.584705,2.628268,2.680104,0.411280,0.405888
6.589705,2.630313,2.681760,0.407819,0.405210
6.594705,2.632342,2.684182,0.404276,0.399214
6.599704,2.634353,2.685417,0.400725,0.386721
6.604704,2.636347,2.694959,0.397172,0.448412
6.609704,2.638322,2.696403,0.393627,0.452437
6.614703,2.640279,2.699097,0.390077,0.443816
6.619703,2.642219,2.700952,0.386452,0.436009
6.624702,2.644140,2.703559,0.382701,0.431276
6.629702,2.646042,2.705377,0.378830,0.422136
6.634702,2.647924,2.707893,0.374803,0.415361
6.639701,2.649785,2.709570,0.370440,0.405962
6.644701,2.651623,2.711993,0.365867,0.401458
6.649701,2.653439,2.713584,0.361042,0.395794
6.654700,2.655229,2.715938,0.356033,0.386177
6.659700,2.656994,2.717508,0.350944,0.385760
6.664700,2.658733,2.719810,0.345811,0.378149
6.669699,2.660447,2.721219,0.340655,0.366319
6.674699,2.662134,2.723401,0.335445,0.358538
6.679698,2.663796,2.725242,0.330232,0.367459
6.684698,2.665431,2.727428,0.324912,0.360794
6.689698,2.667040,2.729265,0.319607,0.368417
6.694697,2.668622,2.731467,0.314366,0.363777
6.699697,2.670179,2.733510,0.309271,0.374690
6.704697,2.671710,2.707368,0.304215,0.327637
6.709696,2.673216,2.708742,0.299161,0.319632
6.714696,2.674696,2.710642,0.294218,0.314472
6.719696,2.676153,2.711945,0.289382,0.305273
6.724695,2.677586,2.713757,0.284676,0.297624
6.729695,2.678995,2.714930,0.280050,0.295638
6.734694,2.680382,2.716688,0.275550,0.287381
6.739694,2.681747,2.717881,0.271146,0.272346
6.744694,2.683089,2.719491,0.266841,0.262493
6.749693,2.684411,2.720553,0.262721,0.261585
6.754693,2.685713,2.722107,0.258713,0.254582
6.759693,2.686995,2.723193,0.254807,0.254189
6.764692,2.688257,2.724706,0.251060,0.247584
6.769692,2.689502,2.725670,0.247488,0.242719
6.774692,2.690729,2.727118,0.244042,0.238540
6.779691,2.691939,2.727646,0.240756,0.219235
6.784691,2.693134,2.728951,0.237608,0.213552
6.789690,2.694312,2.730247,0.234583,0.223527
6.794690,2.695477,2.731583,0.231745,0.219177
6.799690,2.696627,2.732865,0.229005,0.225549
6.804689,2.697764,2.732431,0.226486,0.181496
6.809689,2.698890,2.733258,0.224160,0.174737
6.814689,2.700004,2.734300,0.222092,0.170109
6.819688,2.701109,2.734397,0.220282,0.185590
6.824688,2.702206,2.735510,0.218746,0.184548
6.829688,2.703295,2.736205,0.217487,0.185280
6.834687,2.704380,2.737303,0.216478,0.179068
6.839687,2.705460,2.738043,0.215710,0.171519
6.844687,2.706537,2.739069,0.215167,0.166764
6.849686,2.707611,2.739709,0.214818,0.161013
6.854686,2.708685,2.740675,0.214626,0.160476
6.859685,2.709758,2.741371,0.214561,0.165092
6.864685,2.710830,2.742361,0.214602,0.164808
6.869685,2.711904,2.742986,0.214733,0.162719
6.874684,2.712978,2.743952,0.214941,0.158391
6.879684,2.714054,2.744554,0.215216,0.158312
6.884684,2.715131,2.745509,0.215547,0.158734
6.889683,2.716209,2.745672,0.215932,0.145293
6.894683,2.717290,2.746539,0.216355,0.142830
6.899683,2.718373,2.746770,0.216811,0.135143
6.904682,2.719459,2.735799,0.217304,0.158729
6.909682,2.720547,2.736627,0.217829,0.155226
6.914681,2.721638,2.737554,0.218409,0.152576
6.919681,2.722732,2.738320,0.219046,0.144627
6.924681,2.723829,2.739181,0.219746,0.141095
6.929680,2.724930,2.739861,0.220560,0.131976
6.934680,2.726037,2.740656,0.221744,0.133338
6.939680,2.727149,2.741170,0.223231,0.140054
6.944679,2.728270,2.742011,0.224779,0.140623
6.949679,2.729399,2.742561,0.226402,0.139370
6.954679,2.730537,2.743393,0.228438,0.139030
6.959678,2.731686,2.743952,0.230884,0.139602
6.964678,2.732849,2.744790,0.233680,0.140090
6.969677,2.734026,2.745563,0.236744,0.151971
6.974677,2.735220,2.746480,0.240056,0.154225
6.979677,2.736431,2.747194,0.243705,0.159943
6.984676,2.737661,2.748153,0.247663,0.160054
6.989676,2.738912,2.748888,0.251892,0.166829
6.994676,2.740185,2.749905,0.256388,0.173612
6.999675,2.741481,2.750348,0.261133,0.174306
7.004675,2.742801,2.741141,0.266089,0.121231
7.009675,2.744147,2.741498,0.271179,0.131371
7.014674,2.745519,2.742304,0.276409,0.139604
7.019674,2.746916,2.742927,0.281495,0.138736
7.024673,2.748338,2.743779,0.286372,0.147201
7.029673,2.749784,2.744370,0.291092,0.151633
7.034673,2.751254,2.745295,0.295722,0.159110
7.039672,2.752746,2.745932,0.300198,0.169231
7.044672,2.754260,2.746955,0.304305,0.173573
7.049672,2.755793,2.747585,0.307926,0.167885
7.054671,2.757342,2.748602,0.311033,0.172213
7.059671,2.758905,2.749228,0.313679,0.168278
7.064671,2.760480,2.750252,0.315766,0.171713
7.069670,2.762064,2.750857,0.317244,0.168649
7.074670,2.763653,2.751871,0.318093,0.168353
7.079669,2.765244,2.752729,0.318340,0.172582
7.084669,2.766835,2.753762,0.318019,0.170933
7.089669,2.768423,2.754658,0.317208,0.175920
7.094668,2.770005,2.755711,0.316006,0.174613
7.099668,2.771581,2.756153,0.314533,0.165853
7.104668,2.773149,2.760370,0.312857,0.310204
7.109667,2.774708,2.761577,0.311087,0.308195
7.114667,2.776258,2.763417,0.309324,0.304290
7.119667,2.777799,2.764751,0.307520,0.297224
7.124666,2.779331,2.766527,0.305681,0.293465
7.129666,2.780853,2.767713,0.303586,0.292373
7.134665,2.782365,2.769455,0.301414,0.288334
7.139665,2.783865,2.770588,0.299166,0.291957
7.144665,2.785354,2.772340,0.296857,0.291226
7.149664,2.786832,2.773448,0.294571,0.279378
7.154664,2.788298,2.775110,0.292306,0.273399
7.159664,2.789753,2.776227,0.290139,0.270706
7.164663,2.791197,2.777852,0.288060,0.268768
7.169663,2.792632,2.778892,0.286099,0.263127
7.174663,2.794057,2.780461,0.284200,0.258688
7.179662,2.795472,2.781630,0.282402,0.262164
7.184662,2.796878,2.783192,0.280493,0.257073
7.189662,2.798275,2.784025,0.278628,0.248262
7.194661,2.799663,2.785503,0.276814,0.243071
7.199661,2.801041,2.786336,0.274933,0.235922
7.204660,2.802410,2.813535,0.272944,0.318283
7.209660,2.803769,2.814781,0.270949,0.317272
7.214660,2.805117,2.816674,0.268884,0.312148
7.219659,2.806456,2.817787,0.266771,0.310979
7.224659,2.807783,2.819644,0.264574,0.307889
7.229659,2.809099,2.820857,0.262268,0.305047
7.234658,2.810403,2.822679,0.259807,0.298808
7.239658,2.811694,2.823861,0.256995,0.295218
7.244658,2.812969,2.825620,0.253626,0.289614
7.249657,2.814226,2.826777,0.249945,0.284697
7.254657,2.815464,2.828462,0.245979,0.274157
7.259656,2.816681,2.829503,0.241556,0.264073
7.264656,2.817874,2.831069,0.236775,0.254093
7.269656,2.819043,2.832124,0.231758,0.249170
7.274655,2.820186,2.833606,0.226357,0.241628
7.279655,2.821301,2.834581,0.220729,0.233712
7.284655,2.822387,2.835971,0.214814,0.225925
7.289654,2.823443,2.836846,0.208710,0.221485
7.294654,2.824468,2.838155,0.202802,0.213233
7.299654,2.825465,2.839001,0.197081,0.207125
7.304653,2.826434,2.828942,0.191449,0.144525
7.309653,2.827374,2.829502,0.185779,0.138657
7.314652,2.828286,2.830317,0.180248,0.129413
7.319652,2.829171,2.830821,0.174993,0.122065
7.324652,2.830031,2.831532,0.169981,0.111993
7.329651,2.830868,2.831966,0.165556,0.107396
7.334651,2.831683,2.832595,0.161735,0.100476
7.339651,2.832482,2.832994,0.158471,0.095004
7.344650,2.833266,2.833556,0.155709,0.089209
7.349650,2.834038,2.833898,0.153459,0.083116
7.354650,2.834799,2.834386,0.151690,0.078881
7.359649,2.835554,2.834680,0.150335,0.075051
7.364649,2.836303,2.835128,0.149381,0.074233
7.369648,2.837048,2.835411,0.148716,0.072470
7.374648,2.837790,2.835850,0.148330,0.073236
7.379648,2.838531,2.836135,0.148202,0.074004
7.384647,2.839273,2.836571,0.148286,0.070509
7.389647,2.840015,2.836854,0.148551,0.069600
7.394647,2.840759,2.837283,0.148987,0.074693
7.399646,2.841505,2.837635,0.149574,0.075461
7.404646,2.842255,2.834104,0.150317,0.195424
7.409646,2.843009,2.834904,0.151214,0.197134
7.414645,2.843769,2.836084,0.152189,0.196294
7.419645,2.844532,2.836860,0.153149,0.198433
7.424644,2.845301,2.838056,0.154024,0.199348
7.429644,2.846073,2.838849,0.154791,0.200200
7.434644,2.846849,2.840051,0.155401,0.202236
7.439643,2.847627,2.840866,0.155803,0.205748
7.444643,2.848407,2.842099,0.155967,0.204988
7.449643,2.849187,2.842926,0.155888,0.204461
7.454642,2.849965,2.844141,0.155574,0.200414
7.459642,2.850742,2.844967,0.155034,0.200737
7.464642,2.851515,2.846166,0.154257,0.198363
7.469641,2.852283,2.846924,0.153215,0.192659
7.474641,2.853045,2.848080,0.151958,0.189662
7.479640,2.853801,2.848868,0.150499,0.190436
7.484640,2.854548,2.850003,0.148803,0.186295
7.489640,2.855287,2.850725,0.146999,0.183030
7.494639,2.856016,2.851811,0.145125,0.177896
7.499639,2.856736,2.852504,0.143135,0.175597
7.504639,2.857445,2.833789,0.140999,0.036620
7.509638,2.858144,2.833855,0.138785,0.036056
7.514638,2.858831,2.834059,0.136544,0.029732
7.519638,2.859507,2.834199,0.134397,0.025060
7.524637,2.860173,2.834340,0.132498,0.021183
7.529637,2.860831,2.834437,0.130905,0.018768
7.534636,2.861482,2.834538,0.129668,0.014427
7.539636,2.862128,2.834605,0.128828,0.008590
7.544636,2.862770,2.834649,0.128395,0.007064
7.549635,2.863412,2.834659,0.128385,0.003318
7.554635,2.864055,2.834677,0.128833,0.001894
7.559635,2.864701,2.834656,0.129702,-0.000589
7.564634,2.865353,2.834654,0.130939,-0.000922
7.569634,2.866013,2.834654,0.132476,0.000717
7.574634,2.866680,2.834664,0.134303,0.001504
7.579633,2.867358,2.834735,0.136429,0.003607
7.584633,2.868047,2.834760,0.138787,0.005696
7.589633,2.868749,2.834846,0.141465,0.009102
7.594632,2.869465,2.834896,0.144384,0.009791
7.599632,2.870196,2.835071,0.147373,0.014646
7.604631,2.870942,2.848324,0.150416,-0.031272
7.609631,2.871703,2.848213,0.153534,-0.030050
7.614631,2.872481,2.848030,0.156738,-0.027291
7.619630,2.873274,2.847897,0.160009,-0.023790
7.624630,2.874084,2.847765,0.163299,-0.018408
7.629630,2.874911,2.847688,0.166672,-0.017023
7.634629,2.875754,2.847593,0.170015,-0.014851
7.639629,2.876614,2.847533,0.173335,-0.014301
7.644629,2.877491,2.847452,0.176697,-0.013340
7.649628,2.878385,2.847413,0.180165,-0.009016
7.654628,2.879296,2.847368,0.183657,-0.004769
7.659627,2.880224,2.847330,0.187271,-0.003383
7.664627,2.881172,2.847318,0.190924,0.000557
7.669627,2.882138,2.847302,0.194672,0.001657
7.674626,2.883123,2.847326,0.198497,0.005024
7.679626,2.884127,2.847464,0.202326,0.009892
7.684626,2.885150,2.847526,0.206119,0.013518
7.689625,2.886192,2.847700,0.209812,0.017402
7.694625,2.887251,2.847805,0.213454,0.017912
7.699625,2.888329,2.847953,0.216983,0.023680
7.704624,2.889425,2.885051,0.220533,0.143914
7.709624,2.890538,2.885535,0.224117,0.145250
7.714623,2.891669,2.886405,0.227655,0.145565
7.719623,2.892818,2.887163,0.231099,0.141077
7.724623,2.893983,2.888011,0.234421,0.141787
7.729622,2.895165,2.888546,0.237571,0.146313
7.734622,2.896361,2.889422,0.240364,0.144908
7.739622,2.897571,2.890002,0.242861,0.146328
7.744621,2.898792,2.890878,0.244989,0.145678
7.749621,2.900023,2.891475,0.246752,0.148074
7.754621,2.901261,2.892363,0.248165,0.145812
7.759620,2.902505,2.892883,0.249274,0.142408
7.764620,2.903754,2.893741,0.250085,0.143883
7.769619,2.905006,2.894292,0.250568,0.142738
7.774619,2.906260,2.895143,0.250772,0.141135
7.779619,2.907514,2.895528,0.250715,0.135057
7.784618,2.908767,2.896332,0.250435,0.133435
7.789618,2.910017,2.896751,0.249962,0.130186
7.794618,2.911265,2.897527,0.249305,0.126535
7.799617,2.912509,2.898169,0.248452,0.126781
7.804617,2.913749,2.900623,0.247456,0.158454
7.809617,2.914982,2.901361,0.246338,0.154569
7.814616,2.916210,2.902283,0.245113,0.153230
7.819616,2.917432,2.902928,0.243700,0.149601
7.824615,2.918646,2.903825,0.242183,0.146317
7.829615,2.919852,2.904422,0.240591,0.140739
7.834615,2.921050,2.905260,0.238907,0.139014
7.839614,2.922239,2.905828,0.237032,0.133987
7.844614,2.923418,2.906620,0.235064,0.128153
7.849614,2.924587,2.907134,0.233026,0.127797
7.854613,2.925746,2.907899,0.230899,0.127444
7.859613,2.926894,2.908471,0.228715,0.130316
7.864613,2.928031,2.909245,0.226475,0.126672
7.869612,2.929156,2.909923,0.224144,0.132345
7.874612,2.930270,2.910707,0.221743,0.127660
7.879611,2.931371,2.911192,0.219293,0.123767
7.884611,2.932460,2.911921,0.216804,0.116763
7.889611,2.933537,2.912253,0.214290,0.110170
7.894610,2.934601,2.912904,0.211728,0.103915
7.899610,2.935651,2.913599,0.209094,0.109198
7.904610,2.936689,2.933702,0.206390,0.218288
7.909609,2.937712,2.934505,0.203590,0.218713
7.914609,2.938722,2.935807,0.200722,0.214445
7.919609,2.939716,2.936661,0.197755,0.210821
7.924608,2.940696,2.937908,0.194564,0.205246
7.929608,2.941658,2.938720,0.191152,0.200208
7.934608,2.942604,2.939903,0.187490,0.194267
7.939607,2.943529,2.940647,0.183454,0.194701
7.944607,2.944433,2.941792,0.179117,0.184596
7.949606,2.945315,2.942521,0.174439,0.178135
7.954606,2.946173,2.943575,0.169555,0.170437
7.959606,2.947005,2.944267,0.164493,0.165597
7.964605,2.947813,2.945245,0.159417,0.156406
7.969605,2.948594,2.945823,0.154218,0.148044
7.974605,2.949349,2.946694,0.148720,0.138679
7.979604,2.950076,2.947271,0.143274,0.135115
7.984604,2.950776,2.948064,0.137910,0.127253
7.989604,2.951450,2.948358,0.132636,0.116929
7.994603,2.952097,2.949044,0.127371,0.108604
7.999603,2.952718,2.949380,0.122188,0.103034
8.004604,2.953314,2.961110,0.117108,0.126930
8.009606,2.953884,2.961722,0.112065,0.121046
8.014608,2.954429,2.962435,0.106984,0.111789
8.019610,2.954949,2.962806,0.101824,0.110758
8.024612,2.955442,2.963451,0.096541,0.101443
8.029614,2.955909,2.963867,0.091176,0.095176
8.034616,2.956348,2.964411,0.085647,0.082232
8.039618,2.956759,2.964749,0.080021,0.076638
8.044621,2.957142,2.965197,0.074317,0.069429
8.049623,2.957496,2.965461,0.068452,0.063930
8.054625,2.957820,2.965828,0.062275,0.055263
8.059627,2.958112,2.966006,0.055791,0.048102
8.064629,2.958370,2.966280,0.048784,0.039135
8.069631,2.958592,2.966516,0.041277,0.036790
8.074633,2.958774,2.966703,0.033209,0.020794
8.079635,2.958915,2.966777,0.024619,0.013446
8.084637,2.959011,2.966839,0.015530,0.002942
8.089639,2.959060,2.966871,0.006016,-0.002245
8.094641,2.959059,2.966835,-0.004212,-0.015906
8.099643,2.959006,2.966541,-0.015012,-0.029972
8.104645,2.958897,2.963614,-0.026554,-0.009839
8.109647,2.958727,2.963530,-0.039035,-0.018650
8.114649,2.958493,2.963389,-0.051934,-0.036708
8.119651,2.958194,2.963181,-0.065307,-0.047585
8.124653,2.957826,2.962870,-0.079039,-0.062937
8.129655,2.957389,2.962574,-0.092997,-0.072384
8.134657,2.956881,2.962105,-0.107436,-0.091174
8.139659,2.956299,2.961743,-0.122617,-0.105975
8.144661,2.955639,2.961061,-0.138371,-0.126449
8.149663,2.954898,2.960532,-0.154709,-0.141671
8.154665,2.954074,2.959644,-0.171627,-0.163755
8.159667,2.953164,2.958933,-0.188955,-0.180001
8.164669,2.952166,2.957818,-0.206623,-0.199805
8.169671,2.951080,2.957097,-0.224462,-0.210277
8.174673,2.949903,2.955793,-0.242967,-0.231610
8.179675,2.948630,2.954969,-0.262467,-0.244352
8.184677,2.947257,2.953449,-0.282631,-0.272550
8.189679,2.945783,2.952427,-0.302835,-0.288739
8.194681,2.944209,2.950645,-0.323127,-0.316009
8.199683,2.942530,2.949530,-0.344512,-0.330079
8.204685,2.940741,2.938065,-0.366709,-0.347396
8.209687,2.938839,2.936513,-0.389321,-0.362667
8.214689,2.936823,2.934286,-0.412788,-0.389910
8.219691,2.934685,2.932678,-0.437534,-0.412061
8.224693,2.932421,2.930149,-0.463257,-0.442896
8.229695,2.930026,2.928343,-0.489835,-0.466486
8.234697,2.927496,2.925468,-0.516770,-0.504963
8.239699,2.924832,2.923418,-0.543339,-0.526000
8.244701,2.922036,2.920201,-0.569774,-0.559358
8.249703,2.919108,2.917945,-0.596295,-0.580489
8.254705,2.916047,2.914397,-0.622703,-0.615263
8.259707,2.912854,2.911959,-0.649114,-0.634485
8.264709,2.909528,2.908086,-0.675823,-0.665195
8.269711,2.906068,2.905312,-0.702893,-0.692652
8.274714,2.902473,2.901101,-0.729705,-0.722859
8.279716,2.898743,2.898202,-0.756982,-0.742941
8.284718,2.894876,2.893667,-0.784337,-0.781430
8.289720,2.890872,2.890525,-0.811853,-0.804305
8.294722,2.886731,2.885646,-0.839048,-0.833527
8.299724,2.882454,2.882272,-0.866152,-0.856827
8.304726,2.878042,2.854887,-0.893251,-0.893404
8.309728,2.873493,2.851392,-0.920905,-0.918280
8.314730,2.868805,2.845819,-0.948889,-0.947251
8.319732,2.863977,2.842035,-0.976608,-0.967687
8.324734,2.859012,2.836158,-1.004185,-1.000519
8.329736,2.853908,2.832197,-1.031951,-1.026895
8.334738,2.848664,2.825961,-1.059976,-1.063493
8.339740,2.843279,2.821667,-1.088374,-1.089157
8.344742,2.837752,2.815063,-1.116851,-1.123041
8.349744,2.832082,2.810562,-1.145308,-1.144024
8.354746,2.826270,2.803619,-1.173733,-1.181192
8.359748,2.820317,2.798894,-1.201801,-1.206178
8.364750,2.814223,2.791578,-1.230227,-1.243265
8.369752,2.807986,2.786628,-1.258801,-1.263807
8.374754,2.801605,2.778975,-1.287624,-1.299345
8.379756,2.795082,2.773697,-1.315782,-1.325275
8.384758,2.788420,2.765668,-1.343552,-1.360533
